trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
487,False,"{'a': 0.18878486728788899, 'e': 0.01991824198956671}",20,7,19.610639709889433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.18840767487146043, 'e': 0.01976266827909079}",20,8,21.87302202415922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.18803123608598257, 'e': 0.019608285384129065}",20,16,7.8782753398975025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.18765554942569979, 'e': 0.019455084568193115}",20,0,30.514264248421288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.1872806133878649, 'e': 0.019303057152994962}",25,15,21.37233061564523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.18690642647273326, 'e': 0.01915219451815342}",20,12,16.514562607382345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.1865329871835567, 'e': 0.019002488100898107}",20,14,9.86630314736745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1861602940265776, 'e': 0.01885392939577568}",30,19,19.779467016051644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.18578834551102286, 'e': 0.018706509954354522}",30,19,-18.432454789357074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.18541714014909783, 'e': 0.018560221384930964}",30,12,29.977059543128195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.18504667645598064, 'e': 0.018415055352233756}",30,10,36.016457920441106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.184676952949816, 'e': 0.018271003577129186}",20,10,21.396936707945024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.1843079681517094, 'e': 0.018128057836328426}",25,14,19.185309677520753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.18393972058572117, 'e': 0.01798620996209155}",25,3,32.727036611531695,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.18357220877886052, 'e': 0.0178454518419342}",20,0,29.18074725028567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.18320543126107974, 'e': 0.017705775418333625}",20,8,18.3964095806887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.18283938656526827, 'e': 0.017567172688435106}",20,11,20.650555504062083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.18247407322724687, 'e': 0.01742963570375866}",25,17,16.94743606613749,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.18210948978576166, 'e': 0.017293156569905377}",25,13,23.179276042727153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.1817456347824784, 'e': 0.017157727446265536}",20,12,17.513796887768724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.18138250676197662, 'e': 0.017023340545725518}",20,9,18.129895152702964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.18102010427174373, 'e': 0.0168899881343757}",20,14,10.119033718855082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.18065842586216926, 'e': 0.016757662531219575}",25,17,13.183140026998036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.18029747008653915, 'e': 0.016626356107881657}",25,11,16.565403848088977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.17993723550102977, 'e': 0.0164960612883166}",25,15,18.828663734325435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.1795777206647023, 'e': 0.016366770548519538}",25,9,28.597222070344927,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.17921892413949694, 'e': 0.01623847641623566}",25,7,30.371932788880727,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.1788608444902271, 'e': 0.01611117147067087}",20,15,8.44531056722293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.1785034802845737, 'e': 0.015984848342202596}",20,11,18.906575986053845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.1781468300930794, 'e': 0.015859499712092218}",30,17,23.712749501838573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.17779089248914307, 'e': 0.01573511831219654}",30,13,29.719938352130175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.1774356660490137, 'e': 0.015611696924681007}",30,17,22.30403544066049,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.17708114935178512, 'e': 0.015489228381733056}",20,9,19.457881570185435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.17672734097939008, 'e': 0.015367705565275558}",35,11,1.4801988377984003,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.17637423951659456, 'e': 0.015247121406682496}",20,10,7.362579614730958,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.1760218435509923, 'e': 0.015127468886493411}",30,19,19.96157709396358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.1756701516729989, 'e': 0.015008741034129636}",25,15,20.6566367600606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.17531916247584647, 'e': 0.014890930927610957}",30,20,17.521514467798834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.17496887455557766, 'e': 0.01477403169327307}",20,15,7.678563945941696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.1746192865110404, 'e': 0.014658036505485472}",20,12,14.651645674844742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.174270396943882, 'e': 0.014542938586370568}",20,2,33.97183702875572,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.1739222044585437, 'e': 0.014428731205522793}",20,0,35.7387600716709,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.17357470766225516, 'e': 0.014315407679729275}",20,12,14.369822499646379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.1732279051650287, 'e': 0.01420296137269117}",25,12,25.367118769429737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.17288179557965389, 'e': 0.014091385694744774}",25,17,14.421174325377013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.17253637752169187, 'e': 0.013980674102585078}",25,12,27.60456318904661,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.17219164960947, 'e': 0.013870820098988879}",25,15,18.825914699152076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.17184761046407618, 'e': 0.01376181723253933}",30,23,13.626368492234587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.17150425870935332, 'e': 0.013653659097350945}",20,9,22.564357597468074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.17116159297189398, 'e': 0.01354633933279581}",30,18,24.169255463475086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.17081961188103473, 'e': 0.013439851623231136}",25,12,24.466794961432996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.17047831406885078, 'e': 0.013334189697725152}",30,20,17.871182174205824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.1701376981701504, 'e': 0.013229347329788976}",20,6,21.679089336984834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.16979776282246956, 'e': 0.013125318337102843}",20,11,14.73541741762164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.1694585066660664, 'e': 0.013022096581249198}",20,12,14.965094617281558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.16911992834391584, 'e': 0.012919675967443034}",25,14,19.04104053101888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.16878202650170418, 'e': 0.012818050444264761}",20,2,33.96559366065299,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.16844479978782353, 'e': 0.012717214003392763}",30,12,26.196623857711156,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.16810824685336664, 'e': 0.012617160679338713}",20,10,18.209282420232327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.16777236635212134, 'e': 0.012517884549182567}",25,15,19.1979758149643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.1674371569405651, 'e': 0.012419379732308222}",20,13,12.195797938464695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.16710261727785988, 'e': 0.012321640390141941}",25,13,23.575423929889414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1667687460258466, 'e': 0.012224660725888903}",20,14,10.925830791182717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.16643554184903978, 'e': 0.012128434984274294}",20,12,15.577092546873452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.16610300341462222, 'e': 0.012032957451281856}",30,8,36.08871757421297,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.16577112939243985, 'e': 0.01193822245389664}",20,12,17.18555318126636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.16543991845499603, 'e': 0.01184422435984589}",20,13,13.725684782538604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.16510936927744665, 'e': 0.011750957577343457}",20,10,9.870850318367307,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.16477948053759453, 'e': 0.011658416554833018}",20,5,20.672666209240155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.16445025091588425, 'e': 0.011566595780735045}",25,12,26.190864348226345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.16412167909539688, 'e': 0.011475489783191128}",25,14,19.001904174042263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.16379376376184476, 'e': 0.011385093129813062}",20,9,16.985949612061646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.16346650360356604, 'e': 0.011295400427431268}",25,6,34.149588595888716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.16313989731151973, 'e': 0.011206406321842888}",25,16,19.104945831541592,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.16281394357928017, 'e': 0.011118105497564423}",25,12,24.766849877536487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.162488641103032, 'e': 0.011030492677581827}",25,18,14.588231050698873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.1621639885815649, 'e': 0.010943562623104586}",20,13,12.625535217893786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.16183998471626834, 'e': 0.010857310133318587}",25,16,19.407137242292894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.16151662821112645, 'e': 0.010771730045141537}",20,11,16.819779196306563,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.16119391777271275, 'e': 0.01068681723297904}",20,11,16.016132266762995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.16087185211018507, 'e': 0.0106025666084818}",20,5,24.544219708349235,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.16055042993528032, 'e': 0.010518973120303476}",25,12,23.748007662508666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.16022964996230937, 'e': 0.01043603175386032}",30,15,22.15805570994917,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.15990951090815192, 'e': 0.0103537375310917}",20,8,18.25457275983456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.15959001149225133, 'e': 0.010272085510221518}",30,22,12.687934354489457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.15927115043660947, 'e': 0.010191070785521172}",25,17,17.2202209732503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.15895292646578174, 'e': 0.010110688487072417}",20,12,16.877354443210503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.1586353383068718, 'e': 0.010030933780533435}",20,11,17.876662713660902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.15831838468952658, 'e': 0.009951801866904253}",30,14,31.467730195863034,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,11,15.952177431421077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,22.67080092146946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,22.486852456272214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,19,9.627568504412645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,19,12.588931612556607,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,16,17.537800631823732,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,14.905371716781524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,19,25.45959511295499,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,20,30.31650457033531,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,10,30.51090911911751,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,12,16.415719094008022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,20,27.50411525196926,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,21,28.367461365235226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,4,29.000893298642048,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",35,21,25.30427994500022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,9,17.595352972361713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,11,10.553420103484967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,11,18.28012786999217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,14,12.713207753205314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,13,11.090266194920778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,8,36.30917450869883,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,11,16.187658581140514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,19,10.843537082672546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,8,18.990982413830494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,16,7.691752304729961,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,8,23.502358628798934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",35,15,33.8423858990303,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,11,15.79518273093065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,16,8.601728181177524,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,10,20.474880577564157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,8,24.480158321107208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,12,13.747407170294768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",35,17,35.62709395437035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,15,9.056408089424757,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,18,14.313299051621259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",35,18,31.02666330755232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",30,9,35.314262263312756,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,20,11.915096365872886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,1,28.861998426368636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",35,9,41.22218488585078,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,0,34.23457522170688,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,True,"{'a': 0, 'e': 0}",20,16,9.346034510557194,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,13,13.775917929026924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,16,21.26677638157829,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,14,13.884679065299864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",30,9,34.40873683644165,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,17,14.137363422106485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,11,18.29575248193094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",35,19,27.141222281684513,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,7,22.248317023935794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",30,15,29.119681557810534,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",25,7,28.058041854452433,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,11,17.235974500137015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",20,13,11.657059627035565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,9,20.182068666867636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,12,12.639044957504929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",20,15,8.744195096018062,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",25,18,12.091903802249846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,0,30.995689150498876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",20,0,32.5607465019629,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,12,15.570849779981717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,14,16.514573736436468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",20,4,30.527771209646442,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",35,25,18.63740365197839,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",25,17,16.072329097523642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",20,12,16.212831419769415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",25,2,41.54163762898783,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",20,16,5.621529275492605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,6,23.93363814252181,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",25,9,35.15552105048727,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",30,22,13.50492787856293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",20,10,19.332591634414747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",20,12,13.148042975392222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,12,14.929131746425876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",20,5,24.101450726425394,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,14,11.828380300500172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,11,20.263446094866847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",20,12,15.923632524776554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",35,16,32.1033717388252,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,17,16.056540686439355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",30,10,34.966698095006095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,14,11.024559475373598,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",20,10,19.97543544845631,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",25,10,23.838316901091545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,2,26.03720689206844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,16,8.979465889946372,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",20,1,31.445604976861773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",20,8,21.11033763155754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",30,7,37.08832062926198,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,10,18.996565123771884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,14,23.364945369711865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,0,30.888294311909736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
93,True,"{'a': 0, 'e': 0}",30,16,26.12159714092612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",20,10,12.07505646983756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",20,9,18.01019274013635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",30,18,21.77420663600393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",25,3,29.78790312841252,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",20,13,14.53742580967304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",30,20,22.612127358898785,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",30,21,15.32620041010604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0, 'e': 0}",35,25,18.5847265395527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0, 'e': 0}",20,12,15.481410836157686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'a': 0, 'e': 0}",30,20,16.667859624443757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
